_row,deficiency,action,category,city,facility
58,flow meter stuck.,Ensure flow meter is working properly.,Misc fixes,HALTOM CITY,CLUB AT SPRINGLAKE
58,handrail was loose.,Ensure handrail is secure.,Repair/replace equipment,HALTOM CITY,CLUB AT SPRINGLAKE
58,outlets in pool yard not on GFCI.,Violation was corrected on site. Outlets in pool yard were covered.,Misc fixes,HALTOM CITY,CLUB AT SPRINGLAKE
58,expired health permit posted.,Ensure to have a current/valid health permit posted.,Signage/permit posting,HALTOM CITY,CLUB AT SPRINGLAKE
59,flow meters not working properly.,Ensure flow meters are in proper working condition.,Misc fixes,HALTOM CITY,BELLROCK UPPER NORTH
59,not all exposed piping labeled to identify flow direction.,Ensure all exposed piping labeled to identify flow direction.,Misc fixes,HALTOM CITY,BELLROCK UPPER NORTH
60,missing suction gauge,ensure suction gauge is installed on vacuum side of pump,Clean/clear water,GRAPEVINE,ENCORE ON MUSTANG
60,Direction of flow not accurate,ensure direction of flow is labeled correctly,Misc fixes,GRAPEVINE,ENCORE ON MUSTANG
60,missing skimmer weirs,ensure weirs are installed in both skimmers,Misc fixes,GRAPEVINE,ENCORE ON MUSTANG
60,pole not attached to hook,ensure pole hook is assembled,Misc fixes,GRAPEVINE,ENCORE ON MUSTANG
60,no address sign at emergency phone,ensure location of property is provided,Misc fixes,GRAPEVINE,ENCORE ON MUSTANG
60,missing daily logs,ensure daily measurements are logged,Misc fixes,GRAPEVINE,ENCORE ON MUSTANG
61,"pH too low, below 7.",Must maintain pH 7 -7.8.,Adjust chemistry (chlorine/pH),KELLER,KELLER POINTE POOL
63,chlorine over 8ppm.,Ensure chlorine is between 1-8ppm.,Adjust chemistry (chlorine/pH),HALTOM CITY,SPRING LAKE VILLAGE
63,"letters of sign less than 2""",Ensure to provide.,Misc fixes,HALTOM CITY,SPRING LAKE VILLAGE
63,"no ""In case of emergency dial 911"" in 4 inch letters less.",Ensure to provide.,Misc fixes,HALTOM CITY,SPRING LAKE VILLAGE
63,no sign in pool yard indicating location of emergency phone.,Ensure to provide.,Misc fixes,HALTOM CITY,SPRING LAKE VILLAGE
63,ring buoy missing throw rope.,Ensure to provide ring buoy with throw rope.,Misc fixes,HALTOM CITY,SPRING LAKE VILLAGE
63,latch on gate by emergency phone less than 60 inches off the ground.,Ensure latch is 60 inches off the ground.,Gate/fence/latch,HALTOM CITY,SPRING LAKE VILLAGE
64,the flow meter not working properly. Observed return pressure gauge not working properly.,Must repair/replace flow meter and pressure gauge.,Repair/replace equipment,SOUTHLAKE,TIMARRON NEIGHBORHOOD 2
64,6 weirs missing in the skimmers located around the pool.,Must replace missing weirs.,Repair/replace equipment,SOUTHLAKE,TIMARRON NEIGHBORHOOD 2
64,the over the rim fill spout without a soft pliable end.,Must have a soft pliable end on over the rim fill spout.,Misc fixes,SOUTHLAKE,TIMARRON NEIGHBORHOOD 2
64,water stored inside the building where the restrooms are located and no signage that directs guests to the water within the pool yard.,Must provide a pool signage that states where the water is located within the pool yard for all users to see in all areas of the pool yard.,Signage/permit posting,SOUTHLAKE,TIMARRON NEIGHBORHOOD 2
64,the Shepard crook located by the deep end of the pool with exposed fiber glass on pole.,Must have Shepard crook pole in good condition. CPO replaced damaged pole with a new pole at the time of inspection.,Misc fixes,SOUTHLAKE,TIMARRON NEIGHBORHOOD 2
64,"address over the emergency phone not in 1"" lettering.","Must have the address to the pool at least in 1"" lettering.",Misc fixes,SOUTHLAKE,TIMARRON NEIGHBORHOOD 2
64,"horizontals with 4 1/2"" gaps in between each horizotal bar that mimics a step ladder at the turn table gate.","Must have horizontals with a minimum 36"" gap. Must have horizontals at least 45"" gaps if replacing the turn table gate.",Gate/fence/latch,SOUTHLAKE,TIMARRON NEIGHBORHOOD 2
64,"junction boxes located by the right end of the fence and left end of fence by the canopy's not 36"" away from the fence.","Must have junction boxes at least 36"" away from the fence.",Gate/fence/latch,SOUTHLAKE,TIMARRON NEIGHBORHOOD 2
64,the chemical logs not filled not filled out daily.,Must have chemical logs filled out daily.,Misc fixes,SOUTHLAKE,TIMARRON NEIGHBORHOOD 2
66,SVRD was stuck/ not working properly.,After cleaning the SVRD worked.,Misc fixes,HALTOM CITY,SPRING LAKE VILLAGE
66,flow meter stuck.,Ensure flow meter is working properly.,Misc fixes,HALTOM CITY,SPRING LAKE VILLAGE
66,"letters of sign less than 2""",Ensure to provide the stated above signs.,Misc fixes,HALTOM CITY,SPRING LAKE VILLAGE
66,""" no diving"" words on sign less than 4 inches.",Ensure letters are 4 inches.,Misc fixes,HALTOM CITY,SPRING LAKE VILLAGE
66,""" In case of emergency dial 911"" letters less than 4 inches.",Ensure letters are 4 inches.,Misc fixes,HALTOM CITY,SPRING LAKE VILLAGE
66,East gate latch is less than 60 inches from the ground.,Violation was corrected on site.,Misc fixes,HALTOM CITY,SPRING LAKE VILLAGE
66,"climbable items by fence: deck chairs, trash and planter.",Ensure to move away from the fence.,Gate/fence/latch,HALTOM CITY,SPRING LAKE VILLAGE
67,extra main drain not available to verify whether or not SVRD is required,Contact assigned inspector when new drain covers are installed,Misc fixes,GRAPEVINE,WALLIS AND BAKER
67,"extra main train cover, not available",Management noted they are actively working on Replacing main drain covers in the next few days.,Misc fixes,GRAPEVINE,WALLIS AND BAKER
67,no vacuum or pressure gauge on pump,Install,Repair/replace equipment,GRAPEVINE,WALLIS AND BAKER
67,pool signage not visible from all areas of pool deck,Provide more signs,Misc fixes,GRAPEVINE,WALLIS AND BAKER
67,"emergency phone location, sign up, visible from small pool",Provide more signs with direction to emergency phone,Misc fixes,GRAPEVINE,WALLIS AND BAKER
69,non-shatter resistant mirrors in both restrooms.,Ensure mirrors in both restrooms are shatter resistant.,Misc fixes,SOUTHLAKE,HILTON DALLAS SOUTHLAKE TOWN SQUARE
70,no date of installation and observed no extra main drain cover.,Must provide date of installation within 78 hours. Failure to provide main drain installation will result in pool closure and installation of new main drain grates.,Misc fixes,SOUTHLAKE,WESTIN SOUTHLAKE
70,no flow meter on pool pump.,Must provide a flow meter on pool pump.,Repair/replace equipment,SOUTHLAKE,WESTIN SOUTHLAKE
70,vacuum gage on pool pressure return gage not working.,Must repair/replace.,Repair/replace equipment,SOUTHLAKE,WESTIN SOUTHLAKE
70,2 missing return covers in the pool located by the main stairs.,Must provide covers to the missing returns.,Misc fixes,SOUTHLAKE,WESTIN SOUTHLAKE
70,hand rail located closest to water feature loose.,Must repair.,Repair/replace equipment,SOUTHLAKE,WESTIN SOUTHLAKE
70,main gate door not self closing/ self latching.,Ensure both pool entrances are self closing/self latching.,Misc fixes,SOUTHLAKE,WESTIN SOUTHLAKE
70,main entrance gate propped open.,Ensure no gates are propped open.,Misc fixes,SOUTHLAKE,WESTIN SOUTHLAKE
70,"the following climbing features less than 36"" away from the fence: towel holders, trashcan, and junction boxes.","Ensure all claimable features are more than 36"" away from the fence.",Gate/fence/latch,SOUTHLAKE,WESTIN SOUTHLAKE
73,missing weirs,ensure all skimmers contain weirs,Misc fixes,GRAPEVINE,COURTYARD BY MARRIOTT GRAPEVINE
73,no air gap at back wash,ensure air gap is provided at back wash,Misc fixes,GRAPEVINE,COURTYARD BY MARRIOTT GRAPEVINE
74,multiple expired chemicals in DPD test kit.,Must replace expired chemicals.,Repair/replace equipment,Southlake,DELTA HOTELS
74,both buoys UCSG approved for boats and not all vessels.,Must obtain UCSG buoys approved for all vessels.,Misc fixes,Southlake,DELTA HOTELS
74,gaps greater than 4 inches under the fence located on the left side of the pool.,Must provide a permanent solution to close gaps greater than 4 inches.,Misc fixes,Southlake,DELTA HOTELS
75,0 ppm of Chlorine.,Ensure free chlorine concentration is at proper ranges.,Adjust chemistry (chlorine/pH),FOREST HILL,HAMPTON INN & SUITES FOREST HILL
75,automatic sanitizer dispenser not operational.,Ensure automatic sanitizer dispenser is installed and functional.,Misc fixes,FOREST HILL,HAMPTON INN & SUITES FOREST HILL
76,0 ppm of Chlorine.,Ensure free chlorine concentration is at proper range.,Adjust chemistry (chlorine/pH),FOREST HILL,HAMPTON INN & SUITES FOREST HILL
76,spa thermometer not functional.,Ensure spa thermometer is functional and visible to the public.,Misc fixes,FOREST HILL,HAMPTON INN & SUITES FOREST HILL
76,pump not grounded.,Ensure pump is grounded and bonded.,Repair/replace equipment,FOREST HILL,HAMPTON INN & SUITES FOREST HILL
77,no water fountain in the pool area.,Ensure that water is available.,Misc fixes,LAKE WORTH,HOLIDAY INN EXPRESS 
77,"missing signage stating no children allowed without supervision in 2"" letters, no diapering allowed in pool area, no extended breath holding, no glass, and no pets all in 2"".",Provide ordinance signage.,Signage/permit posting,LAKE WORTH,HOLIDAY INN EXPRESS 
77,This sign is missing.,Provide.,Misc fixes,LAKE WORTH,HOLIDAY INN EXPRESS 
77,no daily safety and chemical logs.,Provide daily logs.,Misc fixes,LAKE WORTH,HOLIDAY INN EXPRESS 
77,Did not see permit posted.,Post permit visible to customers.,Signage/permit posting,LAKE WORTH,HOLIDAY INN EXPRESS 
78,no weir installed in the pool,Must provide weirs for skimmers.,Misc fixes,WHITE SETTLEMENT,REMI APARTMENT HOMES
78,returns stick up and almost out of the water in the lounge area.,Returns must be flush with the bottom of the pool/lounge area.,Clean/clear water,WHITE SETTLEMENT,REMI APARTMENT HOMES
78,Observed. o back flow preventer on the water hose.,Shall provide back flow preventer for water hose attached to the faucet.,Misc fixes,WHITE SETTLEMENT,REMI APARTMENT HOMES
79,pump room is not locked and is accessible.,Ensure pump room is locked and inaccessible to the public.,Repair/replace equipment,HURST,PROVISION AT PATRIOT PLACE
80,drain covers are expired and must be replaced.,Ensure drain covers are replaced prior to reinspection.,Misc fixes,Hurst,PROVISION AT NORTH VALENTINE
80,signage prohibits children under 16.,Ensure signage prohibits children under 14.,Signage/permit posting,Hurst,PROVISION AT NORTH VALENTINE
81,a spare main drain cover outside of the packaging with no screws. Incomplete. No proof of main drain cover install date.,Ensure main drain covers are installed not past their life expectancy and a spare is kept on site that is maintained with screws.,Misc fixes,LAKE WORTH,SPORTHERAPY NW
81,unreadable inlet gauges on all pumps.,Replaceany damaged or missing gauges. Gauges should be clearly readable and properly placed for monitoring.,Misc fixes,LAKE WORTH,SPORTHERAPY NW
81,"statement in 1"" letters.","Provide signage in 2"" letters.",Signage/permit posting,LAKE WORTH,SPORTHERAPY NW
82,"pool room disorganized and chemicals directly on the floor, hoses on the floor.",Ensure chemicals are stored off the floor and hoses are off the floor and clean floor to remove clutter.,Clean/clear water,LAKE WORTH,FLOURNOY APARTMENTS
82,"a ramp bar that can make scaling the fence easy. The bar is about two feet to three feet off the ground and less than 12"" from the fence.","Remove the bar or extend the affected area of the fence so that there is a 48"" height from the top.",Gate/fence/latch,LAKE WORTH,FLOURNOY APARTMENTS
82,no valid permit. Permit expired on 5/10 25.,Ensure that permit is renewed within 3 business days.,Signage/permit posting,LAKE WORTH,FLOURNOY APARTMENTS
85,missing weir doors to skimmers at pool.,"Must provide weir doors to all skimmers, for proper function.",Repair/replace equipment,KELLER,HIGHLAND MEADOWS ESTATE HOA
86,no spare main drain cover or date of installation provided.,Ensure that an extra main drain cover is kept on site and that an installation date is recorded and provided to the inspector upon request. Main drain covers must be replaced when their shelf life has been exceeded after installation.,Drain cover/VGBA,LAKE WORTH,BEST WESTERN PLUS
86,the intake gauge and flow meter on outtake not functioning (reading zero).,Ensure that an intake and outtake meter are functioning.,Misc fixes,LAKE WORTH,BEST WESTERN PLUS
86,sanitizer tabs in the skimmer basket.,Ensure that choline tabs are not used in the skimmer baskets.,Repair/replace equipment,LAKE WORTH,BEST WESTERN PLUS
86,skimmers missing weirs.,Ensure that weirs are used and functional.,Misc fixes,LAKE WORTH,BEST WESTERN PLUS
86,logs but not daily.,Ensure daily testing for the chemicals are done.,Misc fixes,LAKE WORTH,BEST WESTERN PLUS
87,vacuum outlet not covered or filled in.,Ensure vacuum outlet is covered with an approved cap or filled in.,Clean/clear water,FOREST HILL,LA QUINTA INN & SUITES
87,damaged pool ladder steps and hand rails.,Ensure pool ladder and hand rails are in good condition.,Repair/replace equipment,FOREST HILL,LA QUINTA INN & SUITES
87,a orange ring buoy not ceritified by the US Coast Guard.,Ensure a USCG Ring Buoy is available in the pool enclosure.,Misc fixes,FOREST HILL,LA QUINTA INN & SUITES
87,only accessible door leading into pool enclosure not self closing.,Ensure all pool doors are self closing and self latching.,Misc fixes,FOREST HILL,LA QUINTA INN & SUITES
88,"no flowmeter, no vacuum gauge or a pressure gauge on pump.",provide the correct gauges and a flowmeter,Misc fixes,DFW AIRPORT,HYATT REGENCY
88,Pipes are not labeled as required.,Enaure all of the pipes are labeled with function and flow direction of the water.,Misc fixes,DFW AIRPORT,HYATT REGENCY
88,rusting around the floor inlet fittings.,resurface pool floor,Misc fixes,DFW AIRPORT,HYATT REGENCY
88,Hand rails in pool near the restroom observed loose.,Tighten hand rails,Misc fixes,DFW AIRPORT,HYATT REGENCY
88,One of four pool lights was not operational at time of inspection.,Repair,Repair/replace equipment,DFW AIRPORT,HYATT REGENCY
88,Incorrect address listed above emergency telephone,post the correct address,Signage/permit posting,DFW AIRPORT,HYATT REGENCY
88,there is no entry method that requires anything other than pushing a bar that is less than 42 inches. This would not deter a child from entering the pool area. Entry to the pool is also considered to be a fire exit by the fire department.,"Door leading to the pool area shall be secured with a key, card, a combination, or a latch which is at least 42 inches high.",Gate/fence/latch,DFW AIRPORT,HYATT REGENCY
88,a climbable fence on bottom of staircase which leads to the pool yard.,provide a metal sheet or mesh guard to ensure fence is not climbable.,Gate/fence/latch,DFW AIRPORT,HYATT REGENCY
88,Pool operator is not logging the Cyanuric acid reading weekly,Record Cyanuric acid levels at least once per week,Adjust chemistry (chlorine/pH),DFW AIRPORT,HYATT REGENCY
89,deep end depth marker FT tile is 1 inch.,Ensure to install a depth marker that reads 8FT in 4 inch letters.,Signage/permit posting,HURST,TWELVE 33 APARTMENTS
89,spacing between ladder railing and pool wall is greater than 5 inches.,Ensure spacing between pool wall and ladder rails is between 3-4 inches.,Repair/replace equipment,HURST,TWELVE 33 APARTMENTS
